subject,block,item,list,subexpt,integ,related,n2num,preamble,maincode,dysfluency,err,errd,unin,unind,misc,corr,corrd,noresp
74,71,1,2,SemRel,integ,rel,plur,The envelope for the formal letters,U,,0,0,1,1,0,0,0,0
75,7,14,3,SemRel,unint,unrel,sing,The caddy near the charismatic celebrity,U,,0,0,1,1,0,0,0,0
75,19,3,3,SemRel,integ,unrel,sing,The hammer for the rigid peg,U,,0,0,1,1,0,0,0,0
75,62,5,3,SemRel,integ,rel,plur,The tent with the sturdy poles,U,,0,0,1,1,0,0,0,0
75,71,16,3,SemRel,unint,rel,plur,The eraser near the novelty pencils,U,,0,0,1,1,0,0,0,0
76,1,14,4,SemRel,unint,unrel,plur,The caddy near the charismatic celebrities,U,,0,0,1,1,0,0,0,0
76,26,4,4,SemRel,integ,unrel,sing,The coach for the disruptive teenager,U,,0,0,1,1,0,0,0,0
76,32,3,4,SemRel,integ,unrel,plur,The hammer for the rigid pegs,U,,0,0,1,1,0,0,0,0
76,35,16,4,SemRel,unint,unrel,sing,The eraser near the novelty pen,U,,0,0,1,1,0,0,0,0
76,50,8,4,SemRel,integ,rel,plur,The fortress with the ancient walls,U,,0,0,1,1,0,0,0,0
76,54,17,4,SemRel,unint,unrel,sing,The waitress by the impatient senior,U,,0,0,1,1,0,0,0,0
76,69,6,4,SemRel,integ,unrel,sing,The dam for the musty factory,U,,0,0,1,1,0,0,0,0
76,72,23,4,SemRel,unint,rel,sing,The canoe near the weathered oar,U,,0,0,1,1,0,0,0,0
76,91,9,4,SemRel,integ,rel,plur,The butler for the selfish millionaires,U,,0,0,1,1,0,0,0,0
77,16,13,5,SemRel,integ,rel,sing,The bicycle with the warped tire,U,,0,0,1,1,0,0,0,0
77,87,4,5,SemRel,integ,unrel,plur,The coach for the disruptive teenagers,U,,0,0,1,1,0,0,0,0
78,11,16,6,SemRel,integ,rel,sing,The eraser for the novelty pencil,U,,0,0,1,1,0,0,0,0
78,19,12,6,SemRel,integ,unrel,sing,The bodyguard for the nervous jeweler,U,,0,0,1,1,0,0,0,0
78,21,3,6,SemRel,unint,rel,plur,The hammer by the rusty nails,U,,0,0,1,1,0,0,0,0
78,22,9,6,SemRel,integ,unrel,plur,The butler for the spoiled kids,U,,0,0,1,1,0,0,0,0
78,24,6,6,SemRel,unint,rel,sing,The dam by the murky river,U,,0,0,1,1,0,0,0,0
78,30,22,6,SemRel,unint,unrel,sing,The trainer near the confident actor,U,,0,0,1,1,0,0,0,0
78,32,5,6,SemRel,unint,rel,sing,The tent near the sturdy pole,U,,0,0,1,1,0,0,0,0
78,90,17,6,SemRel,integ,rel,sing,The waitress for the impatient diner,U,,0,0,1,1,0,0,0,0
78,93,4,6,SemRel,unint,rel,sing,The coach near the disciplined athlete,U,,0,0,1,1,0,0,0,0
79,19,18,7,SemRel,integ,rel,plur,The table for the antique chairs,U,,0,0,1,1,0,0,0,0
79,42,4,7,SemRel,unint,rel,plur,The coach near the disciplined athletes,U,,0,0,1,1,0,0,0,0
79,43,12,7,SemRel,integ,unrel,plur,The bodyguard for the nervous jewelers,U,,0,0,1,1,0,0,0,0
79,49,6,7,SemRel,unint,rel,plur,The dam by the murky rivers,U,,0,0,1,1,0,0,0,0
79,83,17,7,SemRel,integ,rel,plur,The waitress for the impatient diners,U,,0,0,1,1,0,0,0,0
79,93,21,7,SemRel,integ,rel,sing,The guitar with the faulty string,U,,0,0,1,1,0,0,0,0
80,20,5,8,SemRel,unint,unrel,sing,The tent near the sturdy cushion,U,,0,0,1,1,0,0,0,0
80,41,2,8,SemRel,unint,unrel,plur,The cake by the candy figurines,U,,0,0,1,1,0,0,0,0
80,71,23,8,SemRel,integ,rel,sing,The canoe with the weathered oar,U,,0,0,1,1,0,0,0,0
80,95,17,8,SemRel,integ,unrel,sing,The waitress for the impatient senior,U,,0,0,1,1,0,0,0,0
81,69,16,1,SemRel,integ,unrel,plur,The eraser for the novelty pens,U,,0,0,1,1,0,0,0,0
81,84,24,1,SemRel,integ,rel,plur,The camera with the special lenses,U,,0,0,1,1,0,0,0,0
81,87,12,1,SemRel,unint,rel,plur,The bodyguard near the nervous actresses,U,,0,0,1,1,0,0,0,0
81,88,23,1,SemRel,integ,rel,plur,The canoe with the weathered oars,U,,0,0,1,1,0,0,0,0
82,36,4,2,SemRel,integ,rel,sing,The coach for the disciplined athlete,U,,0,0,1,1,0,0,0,0
82,52,21,2,SemRel,integ,unrel,plur,The guitar with the faulty pedals,U,,0,0,1,1,0,0,0,0
82,53,9,2,SemRel,unint,unrel,plur,The butler near the spoiled kids,U,,0,0,1,1,0,0,0,0
82,60,17,2,SemRel,unint,rel,sing,The waitress by the impatient diner,U,,0,0,1,1,0,0,0,0
82,64,12,2,SemRel,unint,unrel,sing,The bodyguard near the nervous jeweler,U,,0,0,1,1,0,0,0,0
82,88,5,2,SemRel,integ,rel,sing,The tent with the sturdy pole,U,,0,0,1,1,0,0,0,0
83,1,7,3,SemRel,integ,rel,sing,The necklace with the colorful diamond,U,,0,0,1,1,0,0,0,0
83,76,1,3,SemRel,integ,unrel,sing,The envelope for the photo album,U,,0,0,1,1,0,0,0,0
84,1,10,4,SemRel,integ,rel,sing,The vase with the vibrant flower,U,,0,0,1,1,0,0,0,0
84,3,5,4,SemRel,integ,unrel,sing,The tent with the sturdy cushion,U,,0,0,1,1,0,0,0,0
84,5,9,4,SemRel,integ,rel,plur,The butler for the selfish millionaires,U,,0,0,1,1,0,0,0,0
84,56,17,4,SemRel,unint,unrel,sing,The waitress by the impatient senior,U,,0,0,1,1,0,0,0,0
84,70,14,4,SemRel,unint,unrel,plur,The caddy near the charismatic celebrities,U,,0,0,1,1,0,0,0,0
85,55,5,5,SemRel,integ,unrel,plur,The tent with the sturdy cushions,U,,0,0,1,1,0,0,0,0
86,52,16,6,SemRel,integ,rel,sing,The eraser for the novelty pencil,U,,0,0,1,1,0,0,0,0
87,14,13,7,SemRel,integ,unrel,sing,The bicycle with the warped basket,U,,0,0,1,1,0,0,0,0
87,33,9,7,SemRel,unint,rel,sing,The butler near the selfish millionaire,U,,0,0,1,1,0,0,0,0
87,75,17,7,SemRel,integ,rel,plur,The waitress for the impatient diners,U,,0,0,1,1,0,0,0,0
87,80,23,7,SemRel,unint,unrel,plur,The canoe near the weathered flags,U,,0,0,1,1,0,0,0,0
87,88,19,7,SemRel,integ,rel,sing,The resort with the elongated pool,U,,0,0,1,1,0,0,0,0
88,33,21,8,SemRel,integ,rel,plur,The guitar with the faulty strings,U,,0,0,1,1,0,0,0,0
88,42,24,8,SemRel,integ,rel,sing,The camera with the special lens,U,,0,0,1,1,0,0,0,0
89,3,17,1,SemRel,integ,unrel,plur,The waitress for the impatient seniors,U,,0,0,1,1,0,0,0,0
89,34,6,1,SemRel,unint,unrel,plur,The dam by the musty factories,U,,0,0,1,1,0,0,0,0
89,59,20,1,SemRel,integ,unrel,sing,The hydrant with the bright reflector,U,,0,0,1,1,0,0,0,0
89,61,15,1,SemRel,unint,rel,sing,The church near the giant cross,U,,0,0,1,1,0,0,0,0
89,67,3,1,SemRel,integ,rel,sing,The hammer for the rusty nail,U,,0,0,1,1,0,0,0,0
89,75,24,1,SemRel,integ,rel,plur,The camera with the special lenses,U,,0,0,1,1,0,0,0,0
89,91,4,1,SemRel,unint,unrel,plur,The coach near the disruptive teenagers,U,,0,0,1,1,0,0,0,0
90,29,20,2,SemRel,integ,unrel,plur,The hydrant with the bright reflectors,U,,0,0,1,1,0,0,0,0
90,41,21,2,SemRel,integ,unrel,plur,The guitar with the faulty pedals,U,,0,0,1,1,0,0,0,0
90,67,5,2,SemRel,integ,rel,sing,The tent with the sturdy pole,U,,0,0,1,1,0,0,0,0
90,78,12,2,SemRel,unint,unrel,sing,The bodyguard near the nervous jeweler,U,,0,0,1,1,0,0,0,0
90,81,4,2,SemRel,integ,rel,sing,The coach for the disciplined athlete,U,,0,0,1,1,0,0,0,0
90,83,22,2,SemRel,integ,unrel,sing,The trainer for the confident actor,U,,0,0,1,1,0,0,0,0
90,84,17,2,SemRel,unint,rel,sing,The waitress by the impatient diner,U,,0,0,1,1,0,0,0,0
91,2,21,3,SemRel,unint,rel,sing,The guitar near the faulty string,U,,0,0,1,1,0,0,0,0
91,4,10,3,SemRel,unint,unrel,plur,The vase near the vibrant covers,U,,0,0,1,1,0,0,0,0
91,5,4,3,SemRel,integ,rel,plur,The coach for the disciplined athletes,U,,0,0,1,1,0,0,0,0
91,9,22,3,SemRel,integ,unrel,plur,The trainer for the confident actors,U,,0,0,1,1,0,0,0,0
91,12,7,3,SemRel,integ,rel,sing,The necklace with the colorful diamond,U,,0,0,1,1,0,0,0,0
91,14,13,3,SemRel,unint,unrel,sing,The bicycle by the warped basket,U,,0,0,1,1,0,0,0,0
91,62,8,3,SemRel,integ,rel,sing,The fortress with the ancient wall,U,,0,0,1,1,0,0,0,0
91,82,3,3,SemRel,integ,unrel,sing,The hammer for the rigid peg,U,,0,0,1,1,0,0,0,0
91,85,12,3,SemRel,unint,unrel,plur,The bodyguard near the nervous jewelers,U,,0,0,1,1,0,0,0,0
91,86,9,3,SemRel,integ,rel,sing,The butler for the selfish millionaire,U,,0,0,1,1,0,0,0,0
91,87,23,3,SemRel,integ,unrel,plur,The canoe with the weathered flags,U,,0,0,1,1,0,0,0,0
92,2,6,4,SemRel,integ,unrel,sing,The dam for the musty factory,U,,0,0,1,1,0,0,0,0
92,54,9,4,SemRel,integ,rel,plur,The butler for the selfish millionaires,U,,0,0,1,1,0,0,0,0
92,65,17,4,SemRel,unint,unrel,sing,The waitress by the impatient senior,U,,0,0,1,1,0,0,0,0
92,76,13,4,SemRel,unint,unrel,plur,The bicycle by the warped baskets,U,,0,0,1,1,0,0,0,0
92,94,12,4,SemRel,integ,rel,sing,The bodyguard for the nervous actress,U,,0,0,1,1,0,0,0,0
93,5,23,5,SemRel,unint,rel,plur,The canoe near the weathered oars,U,,0,0,1,1,0,0,0,0
93,35,13,5,SemRel,integ,rel,sing,The bicycle with the warped tire,U,,0,0,1,1,0,0,0,0
93,56,4,5,SemRel,integ,unrel,plur,The coach for the disruptive teenagers,U,,0,0,1,1,0,0,0,0
93,61,9,5,SemRel,integ,unrel,sing,The butler for the spoiled kid,U,,0,0,1,1,0,0,0,0
94,14,22,6,SemRel,unint,unrel,sing,The trainer near the confident actor,U,,0,0,1,1,0,0,0,0
94,19,6,6,SemRel,unint,rel,sing,The dam by the murky river,U,,0,0,1,1,0,0,0,0
94,27,5,6,SemRel,unint,rel,sing,The tent near the sturdy pole,U,,0,0,1,1,0,0,0,0
94,47,15,6,SemRel,integ,rel,plur,The church with the giant crosses,U,,0,0,1,1,0,0,0,0
94,72,21,6,SemRel,unint,unrel,plur,The guitar near the faulty pedals,U,,0,0,1,1,0,0,0,0
95,57,21,7,SemRel,integ,rel,sing,The guitar with the faulty string,U,,0,0,1,1,0,0,0,0
95,71,8,7,SemRel,unint,rel,sing,The fortress near the ancient wall,U,,0,0,1,1,0,0,0,0
96,22,1,8,SemRel,unint,unrel,plur,The envelope by the photo albums,U,,0,0,1,1,0,0,0,0
96,25,18,8,SemRel,integ,unrel,sing,The table for the antique lamp,U,,0,0,1,1,0,0,0,0
96,44,8,8,SemRel,unint,rel,plur,The fortress near the ancient walls,U,,0,0,1,1,0,0,0,0
96,60,17,8,SemRel,integ,unrel,sing,The waitress for the impatient senior,U,,0,0,1,1,0,0,0,0
96,77,4,8,SemRel,unint,unrel,sing,The coach near the disruptive teenager,U,,0,0,1,1,0,0,0,0
96,87,7,8,SemRel,unint,rel,plur,The necklace near the colorful diamonds,U,,0,0,1,1,0,0,0,0
97,14,18,1,SemRel,integ,unrel,plur,The table for the antique lamps,U,,0,0,1,1,0,0,0,0
97,15,15,1,SemRel,unint,rel,sing,The church near the giant cross,U,,0,0,1,1,0,0,0,0
97,20,6,1,SemRel,unint,unrel,plur,The dam by the musty factories,U,,0,0,1,1,0,0,0,0
97,47,4,1,SemRel,unint,unrel,plur,The coach near the disruptive teenagers,U,,0,0,1,1,0,0,0,0
97,85,2,1,SemRel,integ,rel,sing,The cake with the colored candle,U,,0,0,1,1,0,0,0,0
98,27,17,2,SemRel,unint,rel,sing,The waitress by the impatient diner,U,,0,0,1,1,0,0,0,0
98,32,21,2,SemRel,integ,unrel,plur,The guitar with the faulty pedals,U,,0,0,1,1,0,0,0,0
98,39,5,2,SemRel,integ,rel,sing,The tent with the sturdy pole,U,,0,0,1,1,0,0,0,0
98,67,12,2,SemRel,unint,unrel,sing,The bodyguard near the nervous jeweler,U,,0,0,1,1,0,0,0,0
98,81,14,2,SemRel,unint,rel,plur,The caddy near the charismatic golfers,U,,0,0,1,1,0,0,0,0
98,95,23,2,SemRel,integ,unrel,sing,The canoe with the weathered flag,U,,0,0,1,1,0,0,0,0
99,12,20,3,SemRel,unint,rel,sing,The hydrant near the bent hose,U,,0,0,1,1,0,0,0,0
99,17,2,3,SemRel,integ,unrel,sing,The cake with the candy figurine,U,,0,0,1,1,0,0,0,0
99,46,10,3,SemRel,unint,unrel,plur,The vase near the vibrant covers,U,,0,0,1,1,0,0,0,0
99,49,22,3,SemRel,integ,unrel,plur,The trainer for the confident actors,U,,0,0,1,1,0,0,0,0
99,66,6,3,SemRel,integ,rel,plur,The dam for the murky rivers,U,,0,0,1,1,0,0,0,0
99,82,5,3,SemRel,integ,rel,plur,The tent with the sturdy poles,U,,0,0,1,1,0,0,0,0
99,89,23,3,SemRel,integ,unrel,plur,The canoe with the weathered flags,U,,0,0,1,1,0,0,0,0
100,5,22,4,SemRel,unint,rel,sing,The trainer near the confident boxer,U,,0,0,1,1,0,0,0,0
100,44,11,4,SemRel,integ,rel,sing,The banana for the popular sundae,U,,0,0,1,1,0,0,0,0
101,5,10,5,SemRel,integ,rel,plur,The vase with the vibrant flowers,U,,0,0,1,1,0,0,0,0
101,6,24,5,SemRel,unint,rel,plur,The camera by the special lenses,U,,0,0,1,1,0,0,0,0
101,13,13,5,SemRel,integ,rel,sing,The bicycle with the warped tire,U,,0,0,1,1,0,0,0,0
101,15,18,5,SemRel,unint,unrel,plur,The table by the antique lamps,U,,0,0,1,1,0,0,0,0
101,28,22,5,SemRel,unint,rel,plur,The trainer near the confident boxers,U,,0,0,1,1,0,0,0,0
101,32,12,5,SemRel,integ,rel,plur,The bodyguard for the nervous actresses,U,,0,0,1,1,0,0,0,0
101,42,21,5,SemRel,unint,unrel,sing,The guitar near the faulty pedal,U,,0,0,1,1,0,0,0,0
101,48,7,5,SemRel,integ,unrel,sing,The necklace with the colorful feather,U,,0,0,1,1,0,0,0,0
101,51,23,5,SemRel,unint,rel,plur,The canoe near the weathered oars,U,,0,0,1,1,0,0,0,0
101,54,19,5,SemRel,unint,unrel,sing,The resort near the elaborate garden,U,,0,0,1,1,0,0,0,0
101,55,14,5,SemRel,integ,rel,sing,The caddy for the charismatic golfer,U,,0,0,1,1,0,0,0,0
101,72,9,5,SemRel,integ,unrel,sing,The butler for the spoiled kid,U,,0,0,1,1,0,0,0,0
101,83,17,5,SemRel,unint,unrel,plur,The waitress by the impatient seniors,U,,0,0,1,1,0,0,0,0
102,2,10,6,SemRel,integ,unrel,sing,The vase with the vibrant cover,U,,0,0,1,1,0,0,0,0
102,14,18,6,SemRel,integ,rel,sing,The table for the antique chair,U,,0,0,1,1,0,0,0,0
102,16,4,6,SemRel,unint,rel,sing,The coach near the disciplined athlete,U,,0,0,1,1,0,0,0,0
102,18,19,6,SemRel,unint,unrel,plur,The resort near the elaborate gardens,U,,0,0,1,1,0,0,0,0
102,48,22,6,SemRel,unint,unrel,sing,The trainer near the confident actor,U,,0,0,1,1,0,0,0,0
102,73,7,6,SemRel,integ,unrel,plur,The necklace with the colorful feathers,U,,0,0,1,1,0,0,0,0
102,83,13,6,SemRel,integ,rel,plur,The bicycle with the warped tires,U,,0,0,1,1,0,0,0,0
102,95,20,6,SemRel,unint,unrel,plur,The hydrant near the bright reflectors,U,,0,0,1,1,0,0,0,0
102,96,14,6,SemRel,integ,rel,plur,The caddy for the charismatic golfers,U,,0,0,1,1,0,0,0,0
103,8,22,7,SemRel,unint,unrel,plur,The trainer near the confident actors,U,,0,0,1,1,0,0,0,0
103,13,16,7,SemRel,integ,rel,plur,The eraser for the novelty pencils,U,,0,0,1,1,0,0,0,0
103,34,5,7,SemRel,unint,rel,plur,The tent near the sturdy poles,U,,0,0,1,1,0,0,0,0
104,31,13,8,SemRel,integ,unrel,plur,The bicycle with the warped baskets,U,,0,0,1,1,0,0,0,0
104,38,9,8,SemRel,unint,rel,plur,The butler near the selfish millionaires,U,,0,0,1,1,0,0,0,0
104,41,21,8,SemRel,integ,rel,plur,The guitar with the faulty strings,U,,0,0,1,1,0,0,0,0
104,47,20,8,SemRel,integ,rel,plur,The hydrant with the bent hoses,U,,0,0,1,1,0,0,0,0
104,48,12,8,SemRel,unint,rel,sing,The bodyguard near the nervous actress,U,,0,0,1,1,0,0,0,0
104,52,24,8,SemRel,integ,rel,sing,The camera with the special lens,U,,0,0,1,1,0,0,0,0
105,5,16,1,SemRel,integ,unrel,plur,The eraser for the novelty pens,U,,0,0,1,1,0,0,0,0
105,28,10,1,SemRel,unint,rel,plur,The vase near the vibrant flowers,U,,0,0,1,1,0,0,0,0
105,34,21,1,SemRel,integ,unrel,sing,The guitar with the faulty pedal,U,,0,0,1,1,0,0,0,0
105,72,6,1,SemRel,unint,unrel,plur,The dam by the musty factories,U,,0,0,1,1,0,0,0,0
105,89,18,1,SemRel,integ,unrel,plur,The table for the antique lamps,U,,0,0,1,1,0,0,0,0
106,3,21,2,SemRel,integ,unrel,plur,The guitar with the faulty pedals,U,,0,0,1,1,0,0,0,0
106,29,4,2,SemRel,integ,rel,sing,The coach for the disciplined athlete,U,,0,0,1,1,0,0,0,0
106,33,17,2,SemRel,unint,rel,sing,The waitress by the impatient diner,U,,0,0,1,1,0,0,0,0
106,43,23,2,SemRel,integ,unrel,sing,The canoe with the weathered flag,U,,0,0,1,1,0,0,0,0
106,45,8,2,SemRel,unint,unrel,plur,The fortress near the ancient farms,U,,0,0,1,1,0,0,0,0
106,47,5,2,SemRel,integ,rel,sing,The tent with the sturdy pole,U,,0,0,1,1,0,0,0,0
106,51,12,2,SemRel,unint,unrel,sing,The bodyguard near the nervous jeweler,U,,0,0,1,1,0,0,0,0
106,59,1,2,SemRel,integ,rel,plur,The envelope for the formal letters,U,,0,0,1,1,0,0,0,0
106,73,22,2,SemRel,integ,unrel,sing,The trainer for the confident actor,U,,0,0,1,1,0,0,0,0
107,32,8,3,SemRel,integ,rel,sing,The fortress with the ancient wall,U,,0,0,1,1,0,0,0,0
107,50,23,3,SemRel,integ,unrel,plur,The canoe with the weathered flags,U,,0,0,1,1,0,0,0,0
107,74,5,3,SemRel,integ,rel,plur,The tent with the sturdy poles,U,,0,0,1,1,0,0,0,0
108,9,5,4,SemRel,integ,unrel,sing,The tent with the sturdy cushion,U,,0,0,1,1,0,0,0,0
108,11,17,4,SemRel,unint,unrel,sing,The waitress by the impatient senior,U,,0,0,1,1,0,0,0,0
108,15,2,4,SemRel,integ,unrel,plur,The cake with the candy figurines,U,,0,0,1,1,0,0,0,0
108,20,13,4,SemRel,unint,unrel,plur,The bicycle by the warped baskets,U,,0,0,1,1,0,0,0,0
108,24,15,4,SemRel,unint,unrel,plur,The church near the giant driveways,U,,0,0,1,1,0,0,0,0
108,32,16,4,SemRel,unint,unrel,sing,The eraser near the novelty pen,U,,0,0,1,1,0,0,0,0
108,38,8,4,SemRel,integ,rel,plur,The fortress with the ancient walls,U,,0,0,1,1,0,0,0,0
108,71,3,4,SemRel,integ,unrel,plur,The hammer for the rigid pegs,U,,0,0,1,1,0,0,0,0
108,86,21,4,SemRel,unint,rel,plur,The guitar near the faulty strings,U,,0,0,1,1,0,0,0,0
108,95,22,4,SemRel,unint,rel,sing,The trainer near the confident boxer,U,,0,0,1,1,0,0,0,0
109,79,22,5,SemRel,unint,rel,plur,The trainer near the confident boxers,U,,0,0,1,1,0,0,0,0
110,40,5,6,SemRel,unint,rel,sing,The tent near the sturdy pole,U,,0,0,1,1,0,0,0,0
110,42,23,6,SemRel,unint,unrel,sing,The canoe near the weathered flag,U,,0,0,1,1,0,0,0,0
110,56,22,6,SemRel,unint,unrel,sing,The trainer near the confident actor,U,,0,0,1,1,0,0,0,0
110,67,14,6,SemRel,integ,rel,plur,The caddy for the charismatic golfers,U,,0,0,1,1,0,0,0,0
110,70,9,6,SemRel,integ,unrel,plur,The butler for the spoiled kids,U,,0,0,1,1,0,0,0,0
110,95,15,6,SemRel,integ,rel,plur,The church with the giant crosses,U,,0,0,1,1,0,0,0,0
113,2,4,1,SemRel,unint,unrel,plur,The coach near the disruptive teenagers,U,,0,0,1,1,0,0,0,0
113,5,23,1,SemRel,integ,rel,plur,The canoe with the weathered oars,U,,0,0,1,1,0,0,0,0
113,36,9,1,SemRel,unint,unrel,sing,The butler near the spoiled kid,U,,0,0,1,1,0,0,0,0
113,60,8,1,SemRel,unint,unrel,sing,The fortress near the ancient farm,U,,0,0,1,1,0,0,0,0
113,67,2,1,SemRel,integ,rel,sing,The cake with the colored candle,U,,0,0,1,1,0,0,0,0
113,73,21,1,SemRel,integ,unrel,sing,The guitar with the faulty pedal,U,,0,0,1,1,0,0,0,0
113,74,16,1,SemRel,integ,unrel,plur,The eraser for the novelty pens,U,,0,0,1,1,0,0,0,0
114,11,22,2,SemRel,integ,unrel,sing,The trainer for the confident actor,U,,0,0,1,1,0,0,0,0
114,20,5,2,SemRel,integ,rel,sing,The tent with the sturdy pole,U,,0,0,1,1,0,0,0,0
114,51,6,2,SemRel,integ,rel,sing,The dam for the murky river,U,,0,0,1,1,0,0,0,0
115,11,9,3,SemRel,integ,rel,sing,The butler for the selfish millionaire,U,,0,0,1,1,0,0,0,0
115,38,17,3,SemRel,unint,rel,plur,The waitress by the impatient diners,U,,0,0,1,1,0,0,0,0
115,39,4,3,SemRel,integ,rel,plur,The coach for the disciplined athletes,U,,0,0,1,1,0,0,0,0
115,41,5,3,SemRel,integ,rel,plur,The tent with the sturdy poles,U,,0,0,1,1,0,0,0,0
116,71,23,4,SemRel,unint,rel,sing,The canoe near the weathered oar,U,,0,0,1,1,0,0,0,0
116,77,24,4,SemRel,unint,rel,sing,The camera by the special lens,U,,0,0,1,1,0,0,0,0
116,86,1,4,SemRel,integ,unrel,plur,The envelope for the photo albums,U,,0,0,1,1,0,0,0,0
117,77,14,5,SemRel,integ,rel,sing,The caddy for the charismatic golfer,U,,0,0,1,1,0,0,0,0
118,1,6,6,SemRel,unint,rel,sing,The dam by the murky river,U,,0,0,1,1,0,0,0,0
118,6,13,6,SemRel,integ,rel,plur,The bicycle with the warped tires,U,,0,0,1,1,0,0,0,0
118,44,5,6,SemRel,unint,rel,sing,The tent near the sturdy pole,U,,0,0,1,1,0,0,0,0
118,50,16,6,SemRel,integ,rel,sing,The eraser for the novelty pencil,U,,0,0,1,1,0,0,0,0
118,79,2,6,SemRel,unint,rel,plur,The cake by the colored candles,U,,0,0,1,1,0,0,0,0
118,92,21,6,SemRel,unint,unrel,plur,The guitar near the faulty pedals,U,,0,0,1,1,0,0,0,0
119,38,9,7,SemRel,unint,rel,sing,The butler near the selfish millionaire,U,,0,0,1,1,0,0,0,0
119,47,1,7,SemRel,unint,unrel,sing,The envelope by the photo album,U,,0,0,1,1,0,0,0,0
120,24,6,8,SemRel,unint,unrel,sing,The dam by the musty factory,U,,0,0,1,1,0,0,0,0
120,29,17,8,SemRel,integ,unrel,sing,The waitress for the impatient senior,U,,0,0,1,1,0,0,0,0
120,48,24,8,SemRel,integ,rel,sing,The camera with the special lens,U,,0,0,1,1,0,0,0,0
120,63,12,8,SemRel,unint,rel,sing,The bodyguard near the nervous actress,U,,0,0,1,1,0,0,0,0
120,71,8,8,SemRel,unint,rel,plur,The fortress near the ancient walls,U,,0,0,1,1,0,0,0,0
120,72,13,8,SemRel,integ,unrel,plur,The bicycle with the warped baskets,U,,0,0,1,1,0,0,0,0
120,78,4,8,SemRel,unint,unrel,sing,The coach near the disruptive teenager,U,,0,0,1,1,0,0,0,0
120,85,9,8,SemRel,unint,rel,plur,The butler near the selfish millionaires,U,,0,0,1,1,0,0,0,0
120,89,18,8,SemRel,integ,unrel,sing,The table for the antique lamp,U,,0,0,1,1,0,0,0,0
122,10,24,2,SemRel,integ,unrel,sing,The camera with the special manual,U,,0,0,1,1,0,0,0,0
122,17,21,2,SemRel,integ,unrel,plur,The guitar with the faulty pedals,U,,0,0,1,1,0,0,0,0
122,21,17,2,SemRel,unint,rel,sing,The waitress by the impatient diner,U,,0,0,1,1,0,0,0,0
122,30,5,2,SemRel,integ,rel,sing,The tent with the sturdy pole,U,,0,0,1,1,0,0,0,0
122,47,13,2,SemRel,unint,rel,plur,The bicycle by the warped tires,U,,0,0,1,1,0,0,0,0
122,94,22,2,SemRel,integ,unrel,sing,The trainer for the confident actor,U,,0,0,1,1,0,0,0,0
123,35,1,3,SemRel,integ,unrel,sing,The envelope for the photo album,U,,0,0,1,1,0,0,0,0
123,43,5,3,SemRel,integ,rel,plur,The tent with the sturdy poles,U,,0,0,1,1,0,0,0,0
123,47,22,3,SemRel,integ,unrel,plur,The trainer for the confident actors,U,,0,0,1,1,0,0,0,0
123,50,6,3,SemRel,integ,rel,plur,The dam for the murky rivers,U,,0,0,1,1,0,0,0,0
123,64,23,3,SemRel,integ,unrel,plur,The canoe with the weathered flags,U,,0,0,1,1,0,0,0,0
123,95,4,3,SemRel,integ,rel,plur,The coach for the disciplined athletes,U,,0,0,1,1,0,0,0,0
124,78,21,4,SemRel,unint,rel,plur,The guitar near the faulty strings,U,,0,0,1,1,0,0,0,0
125,13,9,5,SemRel,integ,unrel,sing,The butler for the spoiled kid,U,,0,0,1,1,0,0,0,0
125,50,13,5,SemRel,integ,rel,sing,The bicycle with the warped tire,U,,0,0,1,1,0,0,0,0
125,61,3,5,SemRel,unint,rel,sing,The hammer by the rusty nail,U,,0,0,1,1,0,0,0,0
125,63,14,5,SemRel,integ,rel,sing,The caddy for the charismatic golfer,U,,0,0,1,1,0,0,0,0
125,76,15,5,SemRel,integ,rel,sing,The church with the giant cross,U,,0,0,1,1,0,0,0,0
125,90,22,5,SemRel,unint,rel,plur,The trainer near the confident boxers,U,,0,0,1,1,0,0,0,0
125,95,4,5,SemRel,integ,unrel,plur,The coach for the disruptive teenagers,U,,0,0,1,1,0,0,0,0
126,48,13,6,SemRel,integ,rel,plur,The bicycle with the warped tires,U,,0,0,1,1,0,0,0,0
126,58,3,6,SemRel,unint,rel,plur,The hammer by the rusty nails,U,,0,0,1,1,0,0,0,0
127,5,10,7,SemRel,integ,unrel,plur,The vase with the vibrant covers,U,,0,0,1,1,0,0,0,0
127,6,3,7,SemRel,unint,unrel,sing,The hammer by the rigid peg,U,,0,0,1,1,0,0,0,0
127,9,20,7,SemRel,integ,rel,sing,The hydrant with the bent hose,U,,0,0,1,1,0,0,0,0
127,11,23,7,SemRel,unint,unrel,plur,The canoe near the weathered flags,U,,0,0,1,1,0,0,0,0
127,12,14,7,SemRel,integ,unrel,sing,The caddy for the charismatic celebrity,U,,0,0,1,1,0,0,0,0
127,34,15,7,SemRel,integ,unrel,sing,The church with the giant driveway,U,,0,0,1,1,0,0,0,0
127,79,5,7,SemRel,unint,rel,plur,The tent near the sturdy poles,U,,0,0,1,1,0,0,0,0
127,84,19,7,SemRel,integ,rel,sing,The resort with the elongated pool,U,,0,0,1,1,0,0,0,0
127,87,18,7,SemRel,integ,rel,plur,The table for the antique chairs,U,,0,0,1,1,0,0,0,0
128,13,24,8,SemRel,integ,rel,sing,The camera with the special lens,U,,0,0,1,1,0,0,0,0
