subject,block,item,list,subexpt,integ,related,n2num,preamble,maincode,dysfluency,,err,errd,unin,unind,misc,corr,corrd
1031,114,18,3,Cat,unint,rel,plur,The dorm near the new condos,P,,,0,0,0,0,1,0,0
1031,148,19,3,Cat,unint,unrel,sing,The drill by the durable handbag,P,,,0,0,0,0,1,0,0
1031,98,21,3,Cat,unint,unrel,sing,The futon near the dirty radiator,P,,,0,0,0,0,1,0,0
1031,96,12,3,Cat,unint,rel,sing,The horse beyond the young rabbit,P,,,0,0,0,0,1,0,0
1031,118,2,3,Cat,unint,unrel,plur,The magazine under the tattered necklaces,P,,,0,0,0,0,1,0,0
1031,120,6,3,Cat,unint,unrel,plur,The monastery near the ancient castles,P,,,0,0,0,0,1,0,0
1031,124,22,3,Cat,unint,unrel,sing,The monk near the talkative carpenter,P,,,0,0,0,0,1,0,0
1031,20,3,3,Cat,unint,unrel,plur,The robin by the frightened chipmunks,P,,,0,0,0,0,1,0,0
1031,97,23,3,Cat,unint,unrel,sing,The saw by the oily rag,P,,,0,0,0,0,1,0,0
1031,123,15,3,Cat,unint,rel,plur,The spatula by the greasy strainers,P,,,0,0,0,0,1,0,0
1031,63,24,3,Cat,unint,unrel,sing,The van near the dented trailer,P,,,0,0,0,0,1,0,0
1031,1,10,3,Cat,unint,rel,sing,The kayak beside the large ferry,P,,,0,0,0,0,1,0,0
1031,125,16,3,Cat,unint,rel,plur,The kiwi beside the fake peaches,P,,,0,0,0,0,1,0,0
1031,39,7,3,Cat,unint,rel,sing,The rake beside the muddy glove,P,,,0,0,0,0,1,0,0
1031,144,20,3,Cat,unint,unrel,sing,The saxophone beside the ornate pillar,P,,,0,0,0,0,1,0,0
1032,89,3,4,Cat,unint,unrel,sing,The robin by the frightened chipmunk,P,,,0,0,0,0,1,0,0
1032,23,5,4,Cat,unint,unrel,sing,The elephant beside the lazy turtle,P,,,0,0,0,0,1,0,0
1032,71,20,4,Cat,unint,rel,plur,The saxophone beside the ornate pianos,P,,,0,0,0,0,1,0,0
1032,45,11,4,Cat,unint,unrel,plur,The treasurer beside the eager supporters,P,,,0,0,0,0,1,0,0
1033,49,1,1,Cat,unint,rel,plur,The fork near the plastic ladles,P,,,0,0,0,0,1,0,0
1033,105,2,1,Cat,unint,rel,plur,The magazine under the tattered novels,P,,,0,0,0,0,1,0,0
1033,160,6,1,Cat,unint,rel,plur,The monastery near the ancient chapels,P,,,0,0,0,0,1,0,0
1034,20,21,2,Cat,unint,unrel,plur,The futon near the dirty radiators,P,,,0,0,0,0,1,0,0
1034,42,12,2,Cat,unint,rel,plur,The horse beyond the young rabbits,P,,,0,0,0,0,1,0,0
1034,123,20,2,Cat,unint,unrel,plur,The saxophone beside the ornate pillars,P,,,0,0,0,0,1,0,0
1034,10,11,2,Cat,unint,rel,plur,The treasurer beside the eager senators,P,,,0,0,0,0,1,0,0
1035,69,13,3,Cat,unint,rel,plur,The butterfly by the lively hornets,P,,,0,0,0,0,1,0,0
1035,117,18,3,Cat,unint,rel,plur,The dorm near the new condos,P,,,0,0,0,0,1,0,0
1035,10,19,3,Cat,unint,unrel,sing,The drill by the durable handbag,P,,,0,0,0,0,1,0,0
1035,166,12,3,Cat,unint,rel,sing,The horse beyond the young rabbit,P,,,0,0,0,0,1,0,0
1035,149,2,3,Cat,unint,unrel,plur,The magazine under the tattered necklaces,P,,,0,0,0,0,1,0,0
1035,102,22,3,Cat,unint,unrel,sing,The monk near the talkative carpenter,P,,,0,0,0,0,1,0,0
1035,36,17,3,Cat,unint,rel,plur,The motorcycle near the painted buses,P,,,0,0,0,0,1,0,0
1035,17,23,3,Cat,unint,unrel,sing,The saw by the oily rag,P,,,0,0,0,0,1,0,0
1035,93,9,3,Cat,unint,rel,sing,The spider by the aggressive bee,P,,,0,0,0,0,1,0,0
1035,88,24,3,Cat,unint,unrel,sing,The van near the dented trailer,P,,,0,0,0,0,1,0,0
1035,134,7,3,Cat,unint,rel,sing,The rake beside the muddy glove,P,,,0,0,0,0,1,0,0
1035,79,11,3,Cat,unint,rel,sing,The treasurer beside the eager senator,P,,,0,0,0,0,1,0,0
1036,114,21,4,Cat,unint,rel,plur,The futon near the dirty recliners,P,,,0,0,0,0,1,0,0
1036,65,2,4,Cat,unint,unrel,sing,The magazine under the tattered necklace,P,,,0,0,0,0,1,0,0
1036,44,6,4,Cat,unint,unrel,sing,The monastery near the ancient castle,P,,,0,0,0,0,1,0,0
1036,110,22,4,Cat,unint,rel,plur,The monk near the talkative cardinals,P,,,0,0,0,0,1,0,0
1036,164,3,4,Cat,unint,unrel,sing,The robin by the frightened chipmunk,P,,,0,0,0,0,1,0,0
1036,70,23,4,Cat,unint,rel,plur,The saw by the oily wrenches,P,,,0,0,0,0,1,0,0
1036,49,8,4,Cat,unint,unrel,plur,The shovel near the cracked boulders,P,,,0,0,0,0,1,0,0
1036,84,9,4,Cat,unint,unrel,plur,The spider by the aggressive bears,P,,,0,0,0,0,1,0,0
1036,115,24,4,Cat,unint,rel,plur,The van near the dented taxis,P,,,0,0,0,0,1,0,0
1036,100,16,4,Cat,unint,rel,sing,The kiwi beside the fake peach,P,,,0,0,0,0,1,0,0
1036,10,4,4,Cat,unint,unrel,sing,The knife beside the heavy can,P,,,0,0,0,0,1,0,0
1037,50,23,1,Cat,unint,rel,sing,The saw by the oily wrench,P,,,0,0,0,0,1,0,0
1038,122,3,2,Cat,unint,rel,sing,The robin by the frightened chicken,P,,,0,0,0,0,1,0,0
1038,165,11,2,Cat,unint,rel,plur,The treasurer beside the eager senators,P,,,0,0,0,0,1,0,0
1039,75,2,3,Cat,unint,unrel,plur,The magazine under the tattered necklaces,P,,,0,0,0,0,1,0,0
1039,159,17,3,Cat,unint,rel,plur,The motorcycle near the painted buses,P,,,0,0,0,0,1,0,0
1039,10,3,3,Cat,unint,unrel,plur,The robin by the frightened chipmunks,P,,,0,0,0,0,1,0,0
1039,93,15,3,Cat,unint,rel,plur,The spatula by the greasy strainers,P,,,0,0,0,0,1,0,0
1040,25,17,4,Cat,unint,rel,sing,The motorcycle near the painted bus,P,,,0,0,0,0,1,0,0
1040,102,3,4,Cat,unint,unrel,sing,The robin by the frightened chipmunk,P,,,0,0,0,0,1,0,0
1041,28,19,1,Cat,unint,rel,sing,The drill by the durable hammer,P,,,0,0,0,0,1,0,0
1041,23,23,1,Cat,unint,rel,sing,The saw by the oily wrench,P,,,0,0,0,0,1,0,0
1041,10,10,1,Cat,unint,unrel,sing,The kayak beside the large flagpole,P,,,0,0,0,0,1,0,0
1041,119,20,1,Cat,unint,rel,sing,The saxophone beside the ornate piano,P,,,0,0,0,0,1,0,0
1041,82,11,1,Cat,unint,unrel,sing,The treasurer beside the eager supporter,P,,,0,0,0,0,1,0,0
1042,140,19,2,Cat,unint,unrel,plur,The drill by the durable handbags,P,,,0,0,0,0,1,0,0
1042,54,22,2,Cat,unint,unrel,plur,The monk near the talkative carpenters,P,,,0,0,0,0,1,0,0
1042,145,3,2,Cat,unint,rel,sing,The robin by the frightened chicken,P,,,0,0,0,0,1,0,0
1042,36,24,2,Cat,unint,unrel,plur,The van near the dented trailers,P,,,0,0,0,0,1,0,0
1042,124,20,2,Cat,unint,unrel,plur,The saxophone beside the ornate pillars,P,,,0,0,0,0,1,0,0
1044,29,12,4,Cat,unint,unrel,plur,The horse beyond the young ravens,P,,,0,0,0,0,1,0,0
1044,54,22,4,Cat,unint,rel,plur,The monk near the talkative cardinals,P,,,0,0,0,0,1,0,0
1044,34,9,4,Cat,unint,unrel,plur,The spider by the aggressive bears,P,,,0,0,0,0,1,0,0
1044,28,24,4,Cat,unint,rel,plur,The van near the dented taxis,P,,,0,0,0,0,1,0,0
1044,110,5,4,Cat,unint,unrel,sing,The elephant beside the lazy turtle,P,,,0,0,0,0,1,0,0
1044,114,11,4,Cat,unint,unrel,plur,The treasurer beside the eager supporters,P,,,0,0,0,0,1,0,0
1044,24,20,4,Cat,unint,rel,plur,The saxophone beside the ornate pianos,P,,,0,0,0,0,1,0,0
1046,118,13,2,Cat,unint,unrel,sing,The butterfly by the lively hamster,P,,,0,0,0,0,1,0,0
1046,151,6,2,Cat,unint,rel,sing,The monastery near the ancient chapel,P,,,0,0,0,0,1,0,0
1046,50,10,2,Cat,unint,rel,plur,The kayak beside the large ferries,P,,,0,0,0,0,1,0,0
1046,79,11,2,Cat,unint,rel,plur,The treasurer beside the eager senators,P,,,0,0,0,0,1,0,0
1047,100,13,3,Cat,unint,rel,plur,The butterfly by the lively hornets,P,,,0,0,0,0,1,0,0
1047,4,18,3,Cat,unint,rel,plur,The dorm near the new condos,P,,,0,0,0,0,1,0,0
1047,138,19,3,Cat,unint,unrel,sing,The drill by the durable handbag,P,,,0,0,0,0,1,0,0
1047,2,6,3,Cat,unint,unrel,plur,The monastery near the ancient castles,P,,,0,0,0,0,1,0,0
1047,157,23,3,Cat,unint,unrel,sing,The saw by the oily rag,P,,,0,0,0,0,1,0,0
1047,160,8,3,Cat,unint,rel,sing,The shovel near the cracked bucket,P,,,0,0,0,0,1,0,0
1047,43,24,3,Cat,unint,unrel,sing,The van near the dented trailer,P,,,0,0,0,0,1,0,0
1047,46,10,3,Cat,unint,rel,sing,The kayak beside the large ferry,P,,,0,0,0,0,1,0,0
1047,79,11,3,Cat,unint,rel,sing,The treasurer beside the eager senator,P,,,0,0,0,0,1,0,0
1048,25,22,4,Cat,unint,rel,plur,The monk near the talkative cardinals,P,,,0,0,0,0,1,0,0
1048,155,20,4,Cat,unint,rel,plur,The saxophone beside the ornate pianos,P,,,0,0,0,0,1,0,0
1049,10,13,1,Cat,unint,unrel,plur,The butterfly by the lively hamsters,P,,,0,0,0,0,1,0,0
1049,52,18,1,Cat,unint,unrel,plur,The dorm near the new cafes,P,,,0,0,0,0,1,0,0
1049,46,1,1,Cat,unint,rel,plur,The fork near the plastic ladles,P,,,0,0,0,0,1,0,0
1049,137,21,1,Cat,unint,rel,sing,The futon near the dirty recliner,P,,,0,0,0,0,1,0,0
1049,108,12,1,Cat,unint,unrel,sing,The horse beyond the young raven,P,,,0,0,0,0,1,0,0
1049,156,2,1,Cat,unint,rel,plur,The magazine under the tattered novels,P,,,0,0,0,0,1,0,0
1049,9,6,1,Cat,unint,rel,plur,The monastery near the ancient chapels,P,,,0,0,0,0,1,0,0
1049,119,23,1,Cat,unint,rel,sing,The saw by the oily wrench,P,,,0,0,0,0,1,0,0
1049,73,15,1,Cat,unint,unrel,plur,The spatula by the greasy sandwiches,P,,,0,0,0,0,1,0,0
1049,167,14,1,Cat,unint,unrel,plur,The tent near the spooky caverns,P,,,0,0,0,0,1,0,0
1049,128,10,1,Cat,unint,unrel,sing,The kayak beside the large flagpole,P,,,0,0,0,0,1,0,0
1049,55,11,1,Cat,unint,unrel,sing,The treasurer beside the eager supporter,P,,,0,0,0,0,1,0,0
1049,28,20,1,Cat,unint,rel,sing,The saxophone beside the ornate piano,P,,,0,0,0,0,1,0,0
1050,125,19,2,Cat,unint,unrel,plur,The drill by the durable handbags,P,,,0,0,0,0,1,0,0
1050,55,23,2,Cat,unint,unrel,plur,The saw by the oily rags,P,,,0,0,0,0,1,0,0
1050,132,9,2,Cat,unint,rel,plur,The spider by the aggressive bees,P,,,0,0,0,0,1,0,0
1051,137,13,3,Cat,unint,rel,plur,The butterfly by the lively hornets,P,,,0,0,0,0,1,0,0
1051,160,18,3,Cat,unint,rel,plur,The dorm near the new condos,P,,,0,0,0,0,1,0,0
1051,162,17,3,Cat,unint,rel,plur,The motorcycle near the painted buses,P,,,0,0,0,0,1,0,0
1051,45,3,3,Cat,unint,unrel,plur,The robin by the frightened chipmunks,P,,,0,0,0,0,1,0,0
1051,141,8,3,Cat,unint,rel,sing,The shovel near the cracked bucket,P,,,0,0,0,0,1,0,0
1051,133,10,3,Cat,unint,rel,sing,The kayak beside the large ferry,P,,,0,0,0,0,1,0,0
1051,64,11,3,Cat,unint,rel,sing,The treasurer beside the eager senator,P,,,0,0,0,0,1,0,0
1052,95,2,4,Cat,unint,unrel,sing,The magazine under the tattered necklace,P,,,0,0,0,0,1,0,0
1053,19,13,1,Cat,unint,unrel,plur,The butterfly by the lively hamsters,P,,,0,0,0,0,1,0,0
1053,165,10,1,Cat,unint,unrel,sing,The kayak beside the large flagpole,P,,,0,0,0,0,1,0,0
1053,48,16,1,Cat,unint,unrel,plur,The kiwi beside the fake plants,P,,,0,0,0,0,1,0,0
1053,7,11,1,Cat,unint,unrel,sing,The treasurer beside the eager supporter,P,,,0,0,0,0,1,0,0
1054,50,13,2,Cat,unint,unrel,sing,The butterfly by the lively hamster,P,,,0,0,0,0,1,0,0
1054,32,12,2,Cat,unint,rel,plur,The horse beyond the young rabbits,P,,,0,0,0,0,1,0,0
1054,6,24,2,Cat,unint,unrel,plur,The van near the dented trailers,P,,,0,0,0,0,1,0,0
1054,104,10,2,Cat,unint,rel,plur,The kayak beside the large ferries,P,,,0,0,0,0,1,0,0
1054,26,11,2,Cat,unint,rel,plur,The treasurer beside the eager senators,P,,,0,0,0,0,1,0,0
1056,66,13,4,Cat,unint,rel,sing,The butterfly by the lively hornet,P,,,0,0,0,0,1,0,0
1056,59,10,4,Cat,unint,unrel,plur,The kayak beside the large flagpoles,P,,,0,0,0,0,1,0,0
1056,89,23,4,Cat,unint,rel,plur,The saw by the oily wrenches,P,,,0,0,0,0,1,0,0
1056,14,7,4,Cat,unint,unrel,plur,The rake beside the muddy graves,P,,,0,0,0,0,1,0,0
1057,129,22,1,Cat,unint,rel,sing,The monk near the talkative cardinal,P,,,0,0,0,0,1,0,0
1057,154,10,1,Cat,unint,unrel,sing,The kayak beside the large flagpole,P,,,0,0,0,0,1,0,0
1057,164,4,1,Cat,unint,rel,plur,The knife beside the heavy clubs,P,,,0,0,0,0,1,0,0
1057,39,11,1,Cat,unint,unrel,sing,The treasurer beside the eager supporter,P,,,0,0,0,0,1,0,0
1058,130,11,2,Cat,unint,rel,plur,The treasurer beside the eager senators,P,,,0,0,0,0,1,0,0
1059,98,2,3,Cat,unint,unrel,plur,The magazine under the tattered necklaces,P,,,0,0,0,0,1,0,0
1060,57,22,4,Cat,unint,rel,plur,The monk near the talkative cardinals,P,,,0,0,0,0,1,0,0
1060,40,17,4,Cat,unint,rel,sing,The motorcycle near the painted bus,P,,,0,0,0,0,1,0,0
1061,59,13,1,Cat,unint,unrel,plur,The butterfly by the lively hamsters,P,,,0,0,0,0,1,0,0
1061,16,1,1,Cat,unint,rel,plur,The fork near the plastic ladles,P,,,0,0,0,0,1,0,0
1061,44,21,1,Cat,unint,rel,sing,The futon near the dirty recliner,P,,,0,0,0,0,1,0,0
1061,155,6,1,Cat,unint,rel,plur,The monastery near the ancient chapels,P,,,0,0,0,0,1,0,0
1061,95,17,1,Cat,unint,unrel,plur,The motorcycle near the painted benches,P,,,0,0,0,0,1,0,0
1061,141,23,1,Cat,unint,rel,sing,The saw by the oily wrench,P,,,0,0,0,0,1,0,0
1061,167,15,1,Cat,unint,unrel,plur,The spatula by the greasy sandwiches,P,,,0,0,0,0,1,0,0
1061,109,11,1,Cat,unint,unrel,sing,The treasurer beside the eager supporter,P,,,0,0,0,0,1,0,0
1062,128,13,2,Cat,unint,unrel,sing,The butterfly by the lively hamster,P,,,0,0,0,0,1,0,0
1062,143,19,2,Cat,unint,unrel,plur,The drill by the durable handbags,P,,,0,0,0,0,1,0,0
1062,94,21,2,Cat,unint,unrel,plur,The futon near the dirty radiators,P,,,0,0,0,0,1,0,0
1062,39,2,2,Cat,unint,rel,sing,The magazine under the tattered novel,P,,,0,0,0,0,1,0,0
1062,163,6,2,Cat,unint,rel,sing,The monastery near the ancient chapel,P,,,0,0,0,0,1,0,0
1062,108,22,2,Cat,unint,unrel,plur,The monk near the talkative carpenters,P,,,0,0,0,0,1,0,0
1062,48,17,2,Cat,unint,unrel,sing,The motorcycle near the painted bench,P,,,0,0,0,0,1,0,0
1062,16,23,2,Cat,unint,unrel,plur,The saw by the oily rags,P,,,0,0,0,0,1,0,0
1062,81,14,2,Cat,unint,unrel,sing,The tent near the spooky cavern,P,,,0,0,0,0,1,0,0
1062,53,10,2,Cat,unint,rel,plur,The kayak beside the large ferries,P,,,0,0,0,0,1,0,0
1062,136,4,2,Cat,unint,rel,sing,The knife beside the heavy club,P,,,0,0,0,0,1,0,0
1062,114,7,2,Cat,unint,rel,plur,The rake beside the muddy gloves,P,,,0,0,0,0,1,0,0
1062,66,20,2,Cat,unint,unrel,plur,The saxophone beside the ornate pillars,P,,,0,0,0,0,1,0,0
1062,140,11,2,Cat,unint,rel,plur,The treasurer beside the eager senators,P,,,0,0,0,0,1,0,0
1063,149,13,3,Cat,unint,rel,plur,The butterfly by the lively hornets,P,,,0,0,0,0,1,0,0
1063,127,19,3,Cat,unint,unrel,sing,The drill by the durable handbag,P,,,0,0,0,0,1,0,0
1063,59,21,3,Cat,unint,unrel,sing,The futon near the dirty radiator,P,,,0,0,0,0,1,0,0
1063,155,3,3,Cat,unint,unrel,plur,The robin by the frightened chipmunks,P,,,0,0,0,0,1,0,0
1063,40,23,3,Cat,unint,unrel,sing,The saw by the oily rag,P,,,0,0,0,0,1,0,0
1063,114,24,3,Cat,unint,unrel,sing,The van near the dented trailer,P,,,0,0,0,0,1,0,0
1063,129,10,3,Cat,unint,rel,sing,The kayak beside the large ferry,P,,,0,0,0,0,1,0,0
1063,20,16,3,Cat,unint,rel,plur,The kiwi beside the fake peaches,P,,,0,0,0,0,1,0,0
1063,53,20,3,Cat,unint,unrel,sing,The saxophone beside the ornate pillar,P,,,0,0,0,0,1,0,0
1064,128,13,4,Cat,unint,rel,sing,The butterfly by the lively hornet,P,,,0,0,0,0,1,0,0
1064,120,21,4,Cat,unint,rel,plur,The futon near the dirty recliners,P,,,0,0,0,0,1,0,0
1064,34,22,4,Cat,unint,rel,plur,The monk near the talkative cardinals,P,,,0,0,0,0,1,0,0
1064,53,10,4,Cat,unint,unrel,plur,The kayak beside the large flagpoles,P,,,0,0,0,0,1,0,0
1064,168,20,4,Cat,unint,rel,plur,The saxophone beside the ornate pianos,P,,,0,0,0,0,1,0,0
1064,110,11,4,Cat,unint,unrel,plur,The treasurer beside the eager supporters,P,,,0,0,0,0,1,0,0
1064,161,7,4,Cat,unint,unrel,plur,The rake beside the muddy graves,P,,,0,0,0,0,1,0,0
1065,93,13,1,Cat,unint,unrel,plur,The butterfly by the lively hamsters,P,,,0,0,0,0,1,0,0
1065,83,18,1,Cat,unint,unrel,plur,The dorm near the new cafes,P,,,0,0,0,0,1,0,0
1065,134,1,1,Cat,unint,rel,plur,The fork near the plastic ladles,P,,,0,0,0,0,1,0,0
1065,128,6,1,Cat,unint,rel,plur,The monastery near the ancient chapels,P,,,0,0,0,0,1,0,0
1065,6,22,1,Cat,unint,rel,sing,The monk near the talkative cardinal,P,,,0,0,0,0,1,0,0
1065,147,15,1,Cat,unint,unrel,plur,The spatula by the greasy sandwiches,P,,,0,0,0,0,1,0,0
1065,149,11,1,Cat,unint,unrel,sing,The treasurer beside the eager supporter,P,,,0,0,0,0,1,0,0
1065,163,10,1,Cat,unint,unrel,sing,The kayak beside the large flagpole,P,,,0,0,0,0,1,0,0
1066,38,1,2,Cat,unint,rel,sing,The fork near the plastic ladle,P,,,0,0,0,0,1,0,0
1066,54,17,2,Cat,unint,unrel,sing,The motorcycle near the painted bench,P,,,0,0,0,0,1,0,0
1066,164,3,2,Cat,unint,rel,sing,The robin by the frightened chicken,P,,,0,0,0,0,1,0,0
1066,48,23,2,Cat,unint,unrel,plur,The saw by the oily rags,P,,,0,0,0,0,1,0,0
1066,16,24,2,Cat,unint,unrel,plur,The van near the dented trailers,P,,,0,0,0,0,1,0,0
1066,61,11,2,Cat,unint,rel,plur,The treasurer beside the eager senators,P,,,0,0,0,0,1,0,0
1067,1,13,3,Cat,unint,rel,plur,The butterfly by the lively hornets,P,,,0,0,0,0,1,0,0
1067,132,1,3,Cat,unint,unrel,plur,The fork near the plastic lemons,P,,,0,0,0,0,1,0,0
1067,35,2,3,Cat,unint,unrel,plur,The magazine under the tattered necklaces,P,,,0,0,0,0,1,0,0
1067,46,23,3,Cat,unint,unrel,sing,The saw by the oily rag,P,,,0,0,0,0,1,0,0
1067,21,15,3,Cat,unint,rel,plur,The spatula by the greasy strainers,P,,,0,0,0,0,1,0,0
1067,124,24,3,Cat,unint,unrel,sing,The van near the dented trailer,P,,,0,0,0,0,1,0,0
1067,115,11,3,Cat,unint,rel,sing,The treasurer beside the eager senator,P,,,0,0,0,0,1,0,0
1068,62,13,4,Cat,unint,rel,sing,The butterfly by the lively hornet,P,,,0,0,0,0,1,0,0
1068,4,19,4,Cat,unint,rel,plur,The drill by the durable hammers,P,,,0,0,0,0,1,0,0
1068,148,21,4,Cat,unint,rel,plur,The futon near the dirty recliners,P,,,0,0,0,0,1,0,0
1068,58,11,4,Cat,unint,unrel,plur,The treasurer beside the eager supporters,P,,,0,0,0,0,1,0,0
1069,108,22,1,Cat,unint,rel,sing,The monk near the talkative cardinal,P,,,0,0,0,0,1,0,0
1069,159,24,1,Cat,unint,rel,sing,The van near the dented taxi,P,,,0,0,0,0,1,0,0
1069,68,7,1,Cat,unint,unrel,sing,The rake beside the muddy grave,P,,,0,0,0,0,1,0,0
1069,51,11,1,Cat,unint,unrel,sing,The treasurer beside the eager supporter,P,,,0,0,0,0,1,0,0
1070,111,21,2,Cat,unint,unrel,plur,The futon near the dirty radiators,P,,,0,0,0,0,1,0,0
1070,140,12,2,Cat,unint,rel,plur,The horse beyond the young rabbits,P,,,0,0,0,0,1,0,0
1070,103,6,2,Cat,unint,rel,sing,The monastery near the ancient chapel,P,,,0,0,0,0,1,0,0
1070,44,22,2,Cat,unint,unrel,plur,The monk near the talkative carpenters,P,,,0,0,0,0,1,0,0
1070,83,14,2,Cat,unint,unrel,sing,The tent near the spooky cavern,P,,,0,0,0,0,1,0,0
1070,41,20,2,Cat,unint,unrel,plur,The saxophone beside the ornate pillars,P,,,0,0,0,0,1,0,0
1070,72,11,2,Cat,unint,rel,plur,The treasurer beside the eager senators,P,,,0,0,0,0,1,0,0
1071,144,13,3,Cat,unint,rel,plur,The butterfly by the lively hornets,P,,,0,0,0,0,1,0,0
1071,45,19,3,Cat,unint,unrel,sing,The drill by the durable handbag,P,,,0,0,0,0,1,0,0
1071,61,23,3,Cat,unint,unrel,sing,The saw by the oily rag,P,,,0,0,0,0,1,0,0
1071,158,8,3,Cat,unint,rel,sing,The shovel near the cracked bucket,P,,,0,0,0,0,1,0,0
1071,123,9,3,Cat,unint,rel,sing,The spider by the aggressive bee,P,,,0,0,0,0,1,0,0
1071,6,11,3,Cat,unint,rel,sing,The treasurer beside the eager senator,P,,,0,0,0,0,1,0,0
1072,13,21,4,Cat,unint,rel,plur,The futon near the dirty recliners,P,,,0,0,0,0,1,0,0
1072,9,12,4,Cat,unint,unrel,plur,The horse beyond the young ravens,P,,,0,0,0,0,1,0,0
1072,67,6,4,Cat,unint,unrel,sing,The monastery near the ancient castle,P,,,0,0,0,0,1,0,0
1072,130,22,4,Cat,unint,rel,plur,The monk near the talkative cardinals,P,,,0,0,0,0,1,0,0
1072,145,3,4,Cat,unint,unrel,sing,The robin by the frightened chipmunk,P,,,0,0,0,0,1,0,0
1072,28,23,4,Cat,unint,rel,plur,The saw by the oily wrenches,P,,,0,0,0,0,1,0,0
1072,118,15,4,Cat,unint,rel,sing,The spatula by the greasy strainer,P,,,0,0,0,0,1,0,0
1072,103,10,4,Cat,unint,unrel,plur,The kayak beside the large flagpoles,P,,,0,0,0,0,1,0,0
1072,133,20,4,Cat,unint,rel,plur,The saxophone beside the ornate pianos,P,,,0,0,0,0,1,0,0
1072,156,11,4,Cat,unint,unrel,plur,The treasurer beside the eager supporters,P,,,0,0,0,0,1,0,0
1073,38,1,1,Cat,unint,rel,plur,The fork near the plastic ladles,P,,,0,0,0,0,1,0,0
1073,50,2,1,Cat,unint,rel,plur,The magazine under the tattered novels,P,,,0,0,0,0,1,0,0
1073,3,10,1,Cat,unint,unrel,sing,The kayak beside the large flagpole,P,,,0,0,0,0,1,0,0
1073,44,11,1,Cat,unint,unrel,sing,The treasurer beside the eager supporter,P,,,0,0,0,0,1,0,0
1074,131,18,2,Cat,unint,unrel,sing,The dorm near the new cafe,P,,,0,0,0,0,1,0,0
1074,14,19,2,Cat,unint,unrel,plur,The drill by the durable handbags,P,,,0,0,0,0,1,0,0
1074,103,2,2,Cat,unint,rel,sing,The magazine under the tattered novel,P,,,0,0,0,0,1,0,0
1074,139,16,2,Cat,unint,unrel,sing,The kiwi beside the fake plant,P,,,0,0,0,0,1,0,0
1074,58,5,2,Cat,unint,rel,sing,The elephant beside the lazy tiger,P,,,0,0,0,0,1,0,0
1074,73,20,2,Cat,unint,unrel,plur,The saxophone beside the ornate pillars,P,,,0,0,0,0,1,0,0
1074,26,11,2,Cat,unint,rel,plur,The treasurer beside the eager senators,P,,,0,0,0,0,1,0,0
1075,47,21,3,Cat,unint,unrel,sing,The futon near the dirty radiator,P,,,0,0,0,0,1,0,0
1075,37,2,3,Cat,unint,unrel,plur,The magazine under the tattered necklaces,P,,,0,0,0,0,1,0,0
1075,166,22,3,Cat,unint,unrel,sing,The monk near the talkative carpenter,P,,,0,0,0,0,1,0,0
1075,93,15,3,Cat,unint,rel,plur,The spatula by the greasy strainers,P,,,0,0,0,0,1,0,0
1075,105,14,3,Cat,unint,rel,plur,The tent near the spooky cabins,P,,,0,0,0,0,1,0,0
1076,135,19,4,Cat,unint,rel,plur,The drill by the durable hammers,P,,,0,0,0,0,1,0,0
1076,117,21,4,Cat,unint,rel,plur,The futon near the dirty recliners,P,,,0,0,0,0,1,0,0
1076,102,3,4,Cat,unint,unrel,sing,The robin by the frightened chipmunk,P,,,0,0,0,0,1,0,0
1076,144,11,4,Cat,unint,unrel,plur,The treasurer beside the eager supporters,P,,,0,0,0,0,1,0,0
1077,90,22,1,Cat,unint,rel,sing,The monk near the talkative cardinal,P,,,0,0,0,0,1,0,0
1077,29,17,1,Cat,unint,unrel,plur,The motorcycle near the painted benches,P,,,0,0,0,0,1,0,0
1077,20,23,1,Cat,unint,rel,sing,The saw by the oily wrench,P,,,0,0,0,0,1,0,0
1077,10,10,1,Cat,unint,unrel,sing,The kayak beside the large flagpole,P,,,0,0,0,0,1,0,0
1078,26,19,2,Cat,unint,unrel,plur,The drill by the durable handbags,P,,,0,0,0,0,1,0,0
1078,19,22,2,Cat,unint,unrel,plur,The monk near the talkative carpenters,P,,,0,0,0,0,1,0,0
1080,30,11,4,Cat,unint,unrel,plur,The treasurer beside the eager supporters,P,,,0,0,0,0,1,0,0
1080,12,10,4,Cat,unint,unrel,plur,The kayak beside the large flagpoles,P,,,0,0,0,0,1,0,0
1081,44,13,1,Cat,unint,unrel,plur,The butterfly by the lively hamsters,P,,,0,0,0,0,1,0,0
1081,115,19,1,Cat,unint,rel,sing,The drill by the durable hammer,P,,,0,0,0,0,1,0,0
1081,9,1,1,Cat,unint,rel,plur,The fork near the plastic ladles,P,,,0,0,0,0,1,0,0
1081,104,12,1,Cat,unint,unrel,sing,The horse beyond the young raven,P,,,0,0,0,0,1,0,0
1081,33,6,1,Cat,unint,rel,plur,The monastery near the ancient chapels,P,,,0,0,0,0,1,0,0
1081,165,22,1,Cat,unint,rel,sing,The monk near the talkative cardinal,P,,,0,0,0,0,1,0,0
1081,120,17,1,Cat,unint,unrel,plur,The motorcycle near the painted benches,P,,,0,0,0,0,1,0,0
1081,71,23,1,Cat,unint,rel,sing,The saw by the oily wrench,P,,,0,0,0,0,1,0,0
1081,124,24,1,Cat,unint,rel,sing,The van near the dented taxi,P,,,0,0,0,0,1,0,0
